Flow ID,Src IP,Src Port,Dst IP,Dst Port,Protocol,Timestamp,Flow Duration,Total Fwd Packet,Total Bwd packets,Total Length of Fwd Packet,Total Length of Bwd Packet,Fwd Packet Length Max,Fwd Packet Length Min,Fwd Packet Length Mean,Fwd Packet Length Std,Bwd Packet Length Max,Bwd Packet Length Min,Bwd Packet Length Mean,Bwd Packet Length Std,Flow Bytes/s,Flow Packets/s,Flow IAT Mean,Flow IAT Std,Flow IAT Max,Flow IAT Min,Fwd IAT Total,Fwd IAT Mean,Fwd IAT Std,Fwd IAT Max,Fwd IAT Min,Bwd IAT Total,Bwd IAT Mean,Bwd IAT Std,Bwd IAT Max,Bwd IAT Min,Fwd PSH Flags,Bwd PSH Flags,Fwd URG Flags,Bwd URG Flags,Fwd Header Length,Bwd Header Length,Fwd Packets/s,Bwd Packets/s,Packet Length Min,Packet Length Max,Packet Length Mean,Packet Length Std,Packet Length Variance,FIN Flag Count,SYN Flag Count,RST Flag Count,PSH Flag Count,ACK Flag Count,URG Flag Count,CWR Flag Count,ECE Flag Count,Down/Up Ratio,Average Packet Size,Fwd Segment Size Avg,Bwd Segment Size Avg
192.168.10.17-208.79.89.249-123-123-17,192.168.10.17,123,208.79.89.249,123,17,03-07-2017 14:02,67078032,2,2,96,96,48,48,48,0,48,48,48,0,2.862338001,0.059632042,2.24E+07,3.86E+07,6.69E+07,77963,6.70E+07,6.70E+07,0,6.70E+07,6.70E+07,6.70E+07,6.70E+07,0,6.70E+07,6.70E+07,0,0,0,0,16,16,0.029816021,0.029816021,48,48,48,0,0,0,0,0,0,0,0,0,0,1,48,48,48
192.168.10.17-204.2.134.163-123-123-17,192.168.10.17,123,204.2.134.163,123,17,03-07-2017 14:02,67099877,2,2,96,96,48,48,48,0,48,48,48,0,2.861406139,0.059612628,2.24E+07,3.86E+07,6.69E+07,99824,6.70E+07,6.70E+07,0,6.70E+07,6.70E+07,6.70E+07,6.70E+07,0,6.70E+07,6.70E+07,0,0,0,0,16,16,0.029806314,0.029806314,48,48,48,0,0,0,0,0,0,0,0,0,0,1,48,48,48
192.168.10.17-199.199.208.25-123-123-17,192.168.10.17,123,199.199.208.25,123,17,03-07-2017 14:02,67050248,2,2,96,96,48,48,48,0,48,48,48,0,2.863524084,0.059656752,2.24E+07,3.86E+07,6.69E+07,50216,6.70E+07,6.70E+07,0,6.70E+07,6.70E+07,6.70E+07,6.70E+07,0,6.70E+07,6.70E+07,0,0,0,0,16,16,0.029828376,0.029828376,48,48,48,0,0,0,0,0,0,0,0,0,0,1,48,48,48
192.168.10.17-208.75.88.4-123-123-17,192.168.10.17,123,208.75.88.4,123,17,03-07-2017 14:02,66077396,2,2,96,96,48,48,48,0,48,48,48,0,2.905683511,0.060535073,2.20E+07,3.80E+07,6.59E+07,77367,6.60E+07,6.60E+07,0,6.60E+07,6.60E+07,6.60E+07,6.60E+07,0,6.60E+07,6.60E+07,0,0,0,0,16,16,0.030267537,0.030267537,48,48,48,0,0,0,0,0,0,0,0,0,0,1,48,48,48
192.168.10.17-129.6.15.28-123-123-17,192.168.10.17,123,129.6.15.28,123,17,03-07-2017 14:02,69030239,2,2,96,96,48,48,48,0,48,48,48,0,2.781389762,0.05794562,2.30E+07,3.98E+07,6.90E+07,30021,6.90E+07,6.90E+07,0,6.90E+07,6.90E+07,6.90E+07,6.90E+07,0,6.90E+07,6.90E+07,0,0,0,0,16,16,0.02897281,0.02897281,48,48,48,0,0,0,0,0,0,0,0,0,0,1,48,48,48
192.168.10.19-198.58.105.63-123-123-17,192.168.10.19,123,198.58.105.63,123,17,03-07-2017 14:02,67057817,7,7,336,336,48,48,48,0,48,48,48,0,10.02120305,0.208775063,5158293.615,1.56E+07,5.69E+07,57760,6.70E+07,1.12E+07,2.25E+07,5.70E+07,1999942,6.70E+07,1.12E+07,2.25E+07,5.70E+07,1999468,0,0,0,0,56,56,0.104387532,0.104387532,48,48,48,0,0,0,0,0,0,0,0,0,0,1,48,48,48
192.168.10.19-208.75.89.4-123-123-17,192.168.10.19,123,208.75.89.4,123,17,03-07-2017 14:02,69077446,8,8,384,384,48,48,48,0,48,48,48,0,11.11795592,0.231624082,4605163.067,1.42E+07,5.59E+07,77323,6.90E+07,9857135.286,2.04E+07,5.60E+07,1999959,6.90E+07,9857133.714,2.04E+07,5.60E+07,1997979,0,0,0,0,64,64,0.115812041,0.115812041,48,48,48,0,0,0,0,0,0,0,0,0,0,1,48,48,48
192.168.10.19-91.189.91.157-123-123-17,192.168.10.19,123,91.189.91.157,123,17,03-07-2017 14:02,66036519,2,2,96,96,48,48,48,0,48,48,48,0,2.907482146,0.060572545,2.20E+07,3.81E+07,6.60E+07,36618,6.60E+07,6.60E+07,0,6.60E+07,6.60E+07,6.60E+07,6.60E+07,0,6.60E+07,6.60E+07,0,0,0,0,16,16,0.030286272,0.030286272,48,48,48,0,0,0,0,0,0,0,0,0,0,1,48,48,48
192.168.10.19-170.130.28.186-123-123-17,192.168.10.19,123,170.130.28.186,123,17,03-07-2017 14:02,68062741,7,7,336,336,48,48,48,0,48,48,48,0,9.873243277,0.205692568,5235595.462,1.59E+07,5.79E+07,62633,6.80E+07,1.13E+07,2.29E+07,5.80E+07,1999826,6.80E+07,1.13E+07,2.29E+07,5.80E+07,1999636,0,0,0,0,56,56,0.102846284,0.102846284,48,48,48,0,0,0,0,0,0,0,0,0,0,1,48,48,48
192.168.10.19-97.107.128.58-123-123-17,192.168.10.19,123,97.107.128.58,123,17,03-07-2017 14:02,69023887,7,7,336,336,48,48,48,0,48,48,48,0,9.735760028,0.202828334,5309529.769,1.62E+07,5.90E+07,23631,6.90E+07,1.15E+07,2.33E+07,5.90E+07,1999896,6.90E+07,1.15E+07,2.33E+07,5.90E+07,1999817,0,0,0,0,56,56,0.101414167,0.101414167,48,48,48,0,0,0,0,0,0,0,0,0,0,1,48,48,48
192.168.10.19-224.0.0.251-5353-5353-17,192.168.10.19,5353,224.0.0.251,5353,17,03-07-2017 14:02,88021338,250,0,29474,0,219,45,117.896,62.75442339,0,0,0,0,334.8506245,2.840220402,353499.3494,2650321.819,3.20E+07,1,8.80E+07,353499.3494,2650321.819,3.20E+07,1,0,0,0,0,0,0,0,0,0,2000,0,2.840220402,0,45,219,117.896,62.75442339,3938.117655,0,0,0,0,0,0,0,0,0,117.896,117.896,0
192.168.10.3-192.168.10.1-60687-53-17,192.168.10.3,60687,192.168.10.1,53,17,03-07-2017 14:02,30674,1,1,55,151,55,55,55,0,151,151,151,0,6715.785356,65.20179957,30674,0,30674,30674,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,8,32.60089978,32.60089978,55,151,103,67.88225099,4608,0,0,0,0,0,0,0,0,1,103,55,151
192.168.10.9-172.217.6.227-1081-443-6,192.168.10.9,1081,172.217.6.227,443,6,03-07-2017 14:02,117485304,22,27,926,12845,199,0,42.09090909,65.86704436,1430,0,475.7407407,624.9919749,117.2146603,0.417073441,2447610.5,1.17E+07,5.82E+07,1,1.17E+08,5594538.286,1.75E+07,5.83E+07,178,1.17E+08,4509700.269,1.58E+07,5.82E+07,1,9,18,0,0,476,552,0.187257463,0.229815978,0,1430,281.0408163,510.8561017,260973.9566,0,2,0,27,48,0,0,0,1.227272727,281.0408163,42.09090909,475.7407407
8.6.0.1-8.0.6.4-0-0-0,8.6.0.1,0,8.0.6.4,0,0,03-07-2017 14:02,115931311,165,0,0,0,0,0,0,0,0,0,0,0,0,1.42325657,706898.2378,2487112.169,1.65E+07,1,1.16E+08,706898.2378,2487112.169,1.65E+07,1,0,0,0,0,0,0,0,0,0,0,0,1.42325657,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
192.168.10.17-38.88.18.251-123-123-17,192.168.10.17,123,38.88.18.251,123,17,03-07-2017 14:02,68088590,2,2,96,96,48,48,48,0,48,48,48,0,2.81985572,0.058746994,2.27E+07,3.92E+07,6.79E+07,88465,6.80E+07,6.80E+07,0,6.80E+07,6.80E+07,6.80E+07,6.80E+07,0,6.80E+07,6.80E+07,0,0,0,0,16,16,0.029373497,0.029373497,48,48,48,0,0,0,0,0,0,0,0,0,0,1,48,48,48
192.168.10.9-172.217.10.3-1084-443-6,192.168.10.9,1084,172.217.10.3,443,6,03-07-2017 14:02,117748560,33,48,885,53592,261,0,26.81818182,62.31495333,2860,0,1116.5,707.8270615,462.6553395,0.687906502,1471857,9182405.409,5.89E+07,1,1.18E+08,3679642.5,1.44E+07,5.90E+07,135,1.18E+08,2504511.404,1.19E+07,5.89E+07,1,8,19,0,0,696,972,0.280258204,0.407648297,0,2860,672.5555556,765.608859,586156.925,0,2,0,27,80,0,0,0,1.454545455,672.5555556,26.81818182,1116.5
192.168.10.19-209.208.79.69-123-123-17,192.168.10.19,123,209.208.79.69,123,17,03-07-2017 14:02,76063133,9,9,432,432,48,48,48,0,48,48,48,0,11.35898517,0.236645524,4474301.941,1.34E+07,5.59E+07,63000,7.60E+07,9499988,1.89E+07,5.60E+07,1999940,7.60E+07,9499900.125,1.89E+07,5.60E+07,1999113,0,0,0,0,72,72,0.118322762,0.118322762,48,48,48,0,0,0,0,0,0,0,0,0,0,1,48,48,48
192.168.10.19-66.135.44.92-123-123-17,192.168.10.19,123,66.135.44.92,123,17,03-07-2017 14:02,68071432,7,7,336,336,48,48,48,0,48,48,48,0,9.871982714,0.205666307,5236264,1.59E+07,5.79E+07,71452,6.80E+07,1.13E+07,2.29E+07,5.80E+07,1999895,6.80E+07,1.13E+07,2.29E+07,5.80E+07,1999778,0,0,0,0,56,56,0.102833153,0.102833153,48,48,48,0,0,0,0,0,0,0,0,0,0,1,48,48,48
192.168.10.19-66.228.48.38-123-123-17,192.168.10.19,123,66.228.48.38,123,17,03-07-2017 14:02,69057264,7,7,336,336,48,48,48,0,48,48,48,0,9.731054506,0.202730302,5312097.231,1.61E+07,5.89E+07,57409,6.90E+07,1.15E+07,2.33E+07,5.90E+07,1999811,6.90E+07,1.15E+07,2.33E+07,5.90E+07,1999682,0,0,0,0,56,56,0.101365151,0.101365151,48,48,48,0,0,0,0,0,0,0,0,0,0,1,48,48,48
192.168.10.9-172.217.10.46-1096-443-6,192.168.10.9,1096,172.217.10.46,443,6,03-07-2017 14:02,117950873,16,15,578,4217,192,0,36.125,61.57799932,2860,0,281.1333333,736.135553,40.6525181,0.262821285,3931695.767,1.48E+07,5.87E+07,1,1.18E+08,7863391.533,2.05E+07,5.87E+07,152,1.18E+08,8422463.214,2.12E+07,5.87E+07,1,6,10,0,0,368,312,0.135649695,0.127171589,0,2860,154.6774194,519.8768051,270271.8925,0,2,0,16,30,0,0,0,0.9375,154.6774194,36.125,281.1333333
192.168.10.9-172.217.10.238-1094-443-6,192.168.10.9,1094,172.217.10.238,443,6,03-07-2017 14:02,118074100,42,67,20418,65714,5520,0,486.1428571,1312.682295,1529,0,980.8059701,650.1752034,729.4741184,0.923149107,1093278.704,7895922.075,5.86E+07,1,1.18E+08,2879856.098,1.27E+07,5.87E+07,17,1.18E+08,1788448.576,1.01E+07,5.86E+07,1,9,23,0,0,876,1352,0.35570883,0.567440277,0,5520,790.2018349,985.3822607,970978.1996,0,2,0,32,108,0,0,0,1.595238095,790.2018349,486.1428571,980.8059701
192.168.10.19-45.76.92.117-123-123-17,192.168.10.19,123,45.76.92.117,123,17,03-07-2017 14:02,67111389,7,4,336,192,48,48,48,0,48,48,48,0,7.867517092,0.163906606,6711138.9,1.77E+07,5.70E+07,111485,6.70E+07,1.12E+07,2.25E+07,5.70E+07,1999940,6.70E+07,2.23E+07,3.52E+07,6.30E+07,1995289,0,0,0,0,56,32,0.104304204,0.059602402,48,48,48,0,0,0,0,0,0,0,0,0,0,0.571428571,48,48,48
192.168.10.19-138.68.46.177-123-123-17,192.168.10.19,123,138.68.46.177,123,17,03-07-2017 14:02,79092579,9,9,432,432,48,48,48,0,48,48,48,0,10.92390729,0.227581402,4652504.647,1.39E+07,5.79E+07,92520,7.90E+07,9874983,1.96E+07,5.80E+07,1999891,7.90E+07,9874956.25,1.96E+07,5.80E+07,1999544,0,0,0,0,72,72,0.113790701,0.113790701,48,48,48,0,0,0,0,0,0,0,0,0,0,1,48,48,48
192.168.10.25-17.253.20.253-123-123-17,192.168.10.25,123,17.253.20.253,123,17,03-07-2017 14:02,64026094,2,2,96,96,48,48,48,0,48,48,48,0,2.998777342,0.062474528,2.13E+07,3.69E+07,6.40E+07,28173,6.40E+07,6.40E+07,0,6.40E+07,6.40E+07,6.40E+07,6.40E+07,0,6.40E+07,6.40E+07,0,0,0,0,16,16,0.031237264,0.031237264,48,48,48,0,0,0,0,0,0,0,0,0,0,1,48,48,48
192.168.10.17-45.76.92.117-123-123-17,192.168.10.17,123,45.76.92.117,123,17,03-07-2017 14:02,111894,1,1,48,48,48,48,48,0,48,48,48,0,857.9548501,17.87405938,111894,0,111894,111894,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,8,8.937029689,8.937029689,48,48,48,0,0,0,0,0,0,0,0,0,0,1,48,48,48
192.168.10.9-216.58.217.68-1103-443-6,192.168.10.9,1103,216.58.217.68,443,6,03-07-2017 14:02,117871500,16,17,932,4710,309,0,58.25,89.69689701,1430,0,277.0588235,467.6063342,47.86568424,0.279965895,3683484.375,1.43E+07,5.85E+07,1,1.18E+08,7858100,2.05E+07,5.86E+07,141,1.18E+08,7352388.438,1.99E+07,5.85E+07,1,8,11,0,0,344,352,0.13574104,0.144224855,0,1430,170.969697,354.1626996,125431.2178,0,2,0,19,32,0,0,0,1.0625,170.969697,58.25,277.0588235
192.168.10.19-91.189.89.199-123-123-17,192.168.10.19,123,91.189.89.199,123,17,03-07-2017 14:03,67094139,2,2,96,96,48,48,48,0,48,48,48,0,2.861650851,0.059617726,2.24E+07,3.86E+07,6.69E+07,94157,6.70E+07,6.70E+07,0,6.70E+07,6.70E+07,6.70E+07,6.70E+07,0,6.70E+07,6.70E+07,0,0,0,0,16,16,0.029808863,0.029808863,48,48,48,0,0,0,0,0,0,0,0,0,0,1,48,48,48
192.168.10.19-73.37.183.90-123-123-17,192.168.10.19,123,73.37.183.90,123,17,03-07-2017 14:02,83067658,8,8,384,384,48,48,48,0,48,48,48,0,9.245475538,0.192614074,5537843.867,1.46E+07,5.59E+07,67403,8.30E+07,1.19E+07,2.03E+07,5.60E+07,1999943,8.30E+07,1.19E+07,2.03E+07,5.60E+07,1997544,0,0,0,0,64,64,0.096307037,0.096307037,48,48,48,0,0,0,0,0,0,0,0,0,0,1,48,48,48
192.168.10.19-192.168.10.3-123-123-17,192.168.10.19,123,192.168.10.3,123,17,03-07-2017 14:02,98013051,14,14,672,672,48,48,48,0,48,48,48,0,13.71245958,0.285676241,3630113,1.37E+07,6.90E+07,3,9.80E+07,7539454.846,1.94E+07,6.90E+07,3,9.80E+07,7539456.538,1.94E+07,6.90E+07,48,0,0,0,0,112,112,0.142838121,0.142838121,48,48,48,0,0,0,0,0,0,0,0,0,0,1,48,48,48
192.168.10.19-64.6.144.6-123-123-17,192.168.10.19,123,64.6.144.6,123,17,03-07-2017 14:02,68067178,7,6,336,288,48,48,48,0,48,48,48,0,9.167413992,0.190987792,5672264.833,1.65E+07,5.79E+07,67325,6.80E+07,1.13E+07,2.29E+07,5.80E+07,1999856,6.80E+07,1.36E+07,2.48E+07,5.80E+07,1995076,0,0,0,0,56,48,0.10283958,0.088148211,48,48,48,0,0,0,0,0,0,0,0,0,0,0.857142857,48,48,48
192.168.10.12-192.168.10.3-56558-389-6,192.168.10.12,56558,192.168.10.3,389,6,03-07-2017 14:01,54036137,20,10,2464,2710,399,0,123.2,155.2239808,316,241,271,38.72983346,95.75073807,0.555184024,1863315.069,7020792.099,3.65E+07,2,5.40E+07,2844007.211,8586713.874,3.65E+07,2,5.40E+07,6003970.222,1.20E+07,3.65E+07,3,10,10,0,0,640,320,0.370122683,0.185061341,0,399,172.4666667,145.8539027,21273.36092,0,0,0,20,30,0,0,0,0.5,172.4666667,123.2,271
192.168.10.12-192.168.10.3-34946-3268-6,192.168.10.12,34946,192.168.10.3,3268,6,03-07-2017 14:01,54081157,20,10,3994,4020,400,0,199.7,204.8886989,622,72,402,284.0187787,148.1846995,0.55472186,1864867.483,7028245.685,3.65E+07,0,5.41E+07,2846376.684,8595908.246,3.65E+07,0,5.41E+07,6008955.111,1.20E+07,3.65E+07,3,10,10,0,0,640,320,0.369814573,0.184907287,0,622,267.1333333,248.8901895,61946.32644,0,0,0,20,30,0,0,0,0.5,267.1333333,199.7,402
192.168.10.19-69.164.202.202-123-123-17,192.168.10.19,123,69.164.202.202,123,17,03-07-2017 14:03,67057268,7,7,336,336,48,48,48,0,48,48,48,0,10.02128509,0.208776773,5158251.385,1.56E+07,5.69E+07,57365,6.70E+07,1.12E+07,2.25E+07,5.70E+07,1999876,6.70E+07,1.12E+07,2.25E+07,5.70E+07,1999864,0,0,0,0,56,56,0.104388386,0.104388386,48,48,48,0,0,0,0,0,0,0,0,0,0,1,48,48,48
192.168.10.17-45.127.112.2-123-123-17,192.168.10.17,123,45.127.112.2,123,17,03-07-2017 14:03,66022429,2,2,96,96,48,48,48,0,48,48,48,0,2.908102639,0.060585472,2.20E+07,3.81E+07,6.60E+07,22402,6.60E+07,6.60E+07,0,6.60E+07,6.60E+07,6.60E+07,6.60E+07,0,6.60E+07,6.60E+07,0,0,0,0,16,16,0.030292736,0.030292736,48,48,48,0,0,0,0,0,0,0,0,0,0,1,48,48,48
192.168.10.19-159.203.158.197-123-123-17,192.168.10.19,123,159.203.158.197,123,17,03-07-2017 14:03,69023740,7,7,336,336,48,48,48,0,48,48,48,0,9.735780762,0.202828766,5309518.462,1.62E+07,5.90E+07,23421,6.90E+07,1.15E+07,2.33E+07,5.90E+07,1999934,6.90E+07,1.15E+07,2.33E+07,5.90E+07,1999669,0,0,0,0,56,56,0.101414383,0.101414383,48,48,48,0,0,0,0,0,0,0,0,0,0,1,48,48,48
192.168.10.19-91.189.89.198-123-123-17,192.168.10.19,123,91.189.89.198,123,17,03-07-2017 14:03,65094164,2,2,96,96,48,48,48,0,48,48,48,0,2.949573175,0.061449441,2.17E+07,3.74E+07,6.49E+07,94304,6.50E+07,6.50E+07,0,6.50E+07,6.50E+07,6.50E+07,6.50E+07,0,6.50E+07,6.50E+07,0,0,0,0,16,16,0.030724721,0.030724721,48,48,48,0,0,0,0,0,0,0,0,0,0,1,48,48,48
192.168.10.14-192.168.10.3-123-123-17,192.168.10.14,123,192.168.10.3,123,17,03-07-2017 14:03,65519900,6,6,288,288,48,48,48,0,48,48,48,0,8.791222209,0.183150463,5956354.545,1.93E+07,6.40E+07,3,6.55E+07,1.31E+07,2.85E+07,6.40E+07,3,6.55E+07,1.31E+07,2.85E+07,6.40E+07,3,0,0,0,0,48,48,0.091575231,0.091575231,48,48,48,0,0,0,0,0,0,0,0,0,0,1,48,48,48
192.168.10.14-192.168.10.3-49413-445-6,192.168.10.14,49413,192.168.10.3,445,6,03-07-2017 14:03,111467267,208,192,42470,55222,3085,0,204.1826923,364.2495764,3254,0,287.6145833,464.5821941,876.4187248,3.58849742,279366.584,2682733.817,3.00E+07,1,1.11E+08,538488.9565,3710097.125,3.00E+07,1,1.11E+08,583597.9476,3863796.917,3.00E+07,2,176,176,0,0,4184,3936,1.866018658,1.722478761,0,3254,244.23,417.0070675,173894.8943,0,4,0,352,398,0,0,0,0.923076923,244.23,204.1826923,287.6145833
192.168.10.9-192.168.10.3-123-123-17,192.168.10.9,123,192.168.10.3,123,17,03-07-2017 14:03,64006278,4,4,192,192,48,48,48,0,48,48,48,0,5.999411495,0.124987739,9143754,2.42E+07,6.40E+07,3,6.40E+07,2.13E+07,3.70E+07,6.40E+07,3,6.40E+07,2.13E+07,3.70E+07,6.40E+07,3,0,0,0,0,32,32,0.06249387,0.06249387,48,48,48,0,0,0,0,0,0,0,0,0,0,1,48,48,48
192.168.10.19-184.105.182.7-123-123-17,192.168.10.19,123,184.105.182.7,123,17,03-07-2017 14:02,110080163,10,10,480,480,48,48,48,0,48,48,48,0,8.720917319,0.181685777,5793692.789,1.47E+07,6.19E+07,80883,1.10E+08,1.22E+07,2.01E+07,6.20E+07,1999422,1.10E+08,1.22E+07,2.01E+07,6.20E+07,1999572,0,0,0,0,80,80,0.090842889,0.090842889,48,48,48,0,0,0,0,0,0,0,0,0,0,1,48,48,48
192.168.10.25-192.168.10.255-138-138-17,192.168.10.25,138,192.168.10.255,138,17,03-07-2017 14:02,19,11,0,2376,0,216,216,216,0,0,0,0,0,1.25E+08,578947.3684,1.9,1.523883927,6,1,19,1.9,1.523883927,6,1,0,0,0,0,0,0,0,0,0,88,0,578947.3684,0,216,216,216,0,0,0,0,0,0,0,0,0,0,0,216,216,0
192.168.10.19-97.127.97.146-123-123-17,192.168.10.19,123,97.127.97.146,123,17,03-07-2017 14:02,112050653,10,9,480,432,48,48,48,0,48,48,48,0,8.139176128,0.169566169,6225036.278,1.58E+07,6.40E+07,49751,1.12E+08,1.24E+07,2.10E+07,6.40E+07,1999934,1.12E+08,1.40E+07,2.19E+07,6.40E+07,1999750,0,0,0,0,80,72,0.089245352,0.080320817,48,48,48,0,0,0,0,0,0,0,0,0,0,0.9,48,48,48
192.168.10.19-38.126.113.11-123-123-17,192.168.10.19,123,38.126.113.11,123,17,03-07-2017 14:02,112087659,10,10,480,480,48,48,48,0,48,48,48,0,8.564725221,0.178431775,5899350.474,1.54E+07,6.39E+07,87706,1.12E+08,1.24E+07,2.10E+07,6.40E+07,1999942,1.12E+08,1.24E+07,2.10E+07,6.40E+07,1999497,0,0,0,0,80,80,0.089215888,0.089215888,48,48,48,0,0,0,0,0,0,0,0,0,0,1,48,48,48
192.168.10.19-192.168.10.255-138-138-17,192.168.10.19,138,192.168.10.255,138,17,03-07-2017 14:02,73338614,23,0,5405,0,235,235,235,0,0,0,0,0,73.69923844,0.313613781,3333573.364,1.56E+07,7.33E+07,1,7.33E+07,3333573.364,1.56E+07,7.33E+07,1,0,0,0,0,0,0,0,0,0,184,0,0.313613781,0,235,235,235,0,0,0,0,0,0,0,0,0,0,0,235,235,0
192.168.10.3-192.168.10.1-62044-53-17,192.168.10.3,62044,192.168.10.1,53,17,03-07-2017 14:02,480,1,1,44,60,44,44,44,0,60,60,60,0,216666.6667,4166.666667,480,0,480,480,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,8,2083.333333,2083.333333,44,60,52,11.3137085,128,0,0,0,0,0,0,0,0,1,52,44,60
192.168.10.12-224.0.0.251-5353-5353-17,192.168.10.12,5353,224.0.0.251,5353,17,03-07-2017 14:03,20862583,35,0,2186,0,118,37,62.45714286,38.15166549,0,0,0,0,104.7808893,1.677644614,613605.3824,3405315.257,1.99E+07,1,2.09E+07,613605.3824,3405315.257,1.99E+07,1,0,0,0,0,0,0,0,0,0,280,0,1.677644614,0,37,118,62.45714286,38.15166549,1455.54958,0,0,0,0,0,0,0,0,0,62.45714286,62.45714286,0
192.168.10.3-192.168.10.1-60175-53-17,192.168.10.3,60175,192.168.10.1,53,17,03-07-2017 14:00,30525,1,1,46,62,46,46,46,0,62,62,62,0,3538.083538,65.52006552,30525,0,30525,30525,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,8,32.76003276,32.76003276,46,62,54,11.3137085,128,0,0,0,0,0,0,0,0,1,54,46,62
192.168.10.9-172.217.10.46-1117-443-6,192.168.10.9,1117,172.217.10.46,443,6,03-07-2017 14:03,116829120,17,18,821,5972,196,0,48.29411765,70.27869939,1430,0,331.7777778,515.4827042,58.14475021,0.299582844,3436150.588,1.39E+07,5.82E+07,1,1.17E+08,7301820,1.98E+07,5.83E+07,16,1.17E+08,6870154.647,1.93E+07,5.83E+07,1,8,12,0,0,376,372,0.145511667,0.154071177,0,1430,194.0857143,394.7787445,155850.2571,0,2,0,20,34,0,0,0,1.058823529,194.0857143,48.29411765,331.7777778
192.168.10.50-192.168.10.3-56772-3268-6,192.168.10.50,56772,192.168.10.3,3268,6,03-07-2017 14:02,452,4,2,806,144,403,0,201.5,232.6721585,72,72,72,0,2101769.912,13274.33628,90.4,155.2942369,362,3,452,150.6666667,254.9006342,445,3,4,4,0,4,4,2,2,0,0,128,64,8849.557522,4424.778761,0,403,158.3333333,192.2338853,36953.86667,0,0,0,4,6,0,0,0,0.5,158.3333333,201.5,72
192.168.10.50-192.168.10.3-55726-389-6,192.168.10.50,55726,192.168.10.3,389,6,03-07-2017 14:02,342,4,2,806,632,403,0,201.5,232.6721585,316,316,316,0,4204678.363,17543.85965,68.4,119.1020571,278,3,342,114,190.5255888,334,4,3,3,0,3,3,2,2,0,0,128,64,11695.90643,5847.953216,0,403,239.6666667,189.6783242,35977.86667,0,0,0,4,6,0,0,0,0.5,239.6666667,201.5,316
192.168.10.14-40.112.209.67-49467-80-6,192.168.10.14,49467,40.112.209.67,80,6,03-07-2017 14:04,1118070,14,9,7656,7800,1900,0,546.8571429,711.9305127,1953,0,866.6666667,1027.742429,13823.82141,20.57116281,50821.36364,78323.9248,227734,1,1118070,86005.38462,87910.95985,227734,37,1031756,128969.5,151540.7967,314133,4262,8,4,0,0,292,192,12.52157736,8.049585446,0,1953,672,842.0572211,709060.3636,0,2,0,12,22,0,0,0,0.642857143,672,546.8571429,866.6666667
192.168.10.9-72.21.91.29-1091-80-6,192.168.10.9,1091,72.21.91.29,80,6,03-07-2017 14:04,110717324,25,23,3056,7960,435,0,122.24,199.0624441,796,0,346.0869565,403.4683623,99.49662439,0.43353649,2355687.745,4087971.535,1.00E+07,3,1.11E+08,4612243.75,4769469.166,1.00E+07,6879,1.11E+08,5031526.045,4788688.86,1.00E+07,808,7,10,0,0,536,592,0.225800255,0.207736235,0,796,229.5,330.4598344,109203.7021,0,0,0,17,48,0,0,0,0.92,229.5,122.24,346.0869565
192.168.10.9-72.21.91.29-1087-80-6,192.168.10.9,1087,72.21.91.29,80,6,03-07-2017 14:04,112093762,22,22,3056,7164,435,0,138.9090909,207.0288476,796,0,325.6363636,400.5760787,91.17367298,0.392528533,2606831.674,4229090.606,1.00E+07,16,1.12E+08,5336669.095,4741238.503,1.00E+07,11242,1.12E+08,5336677.762,4766335.275,1.00E+07,899,7,9,0,0,464,572,0.196264267,0.196264267,0,796,232.2727273,328.9625245,108216.3425,0,0,0,16,44,0,0,0,1,232.2727273,138.9090909,325.6363636
192.168.10.9-192.168.10.3-49314-53-17,192.168.10.9,49314,192.168.10.3,53,17,03-07-2017 14:02,120153,2,2,180,308,90,90,90,0,154,154,154,0,4061.488269,33.29088745,40051,69365.17074,120147,3,3,3,0,3,3,3,3,0,3,3,0,0,0,0,16,16,16.64544373,16.64544373,90,154,122,36.95041723,1365.333333,0,0,0,0,0,0,0,0,1,122,90,154
192.168.10.12-91.189.89.198-123-123-17,192.168.10.12,123,91.189.89.198,123,17,03-07-2017 14:04,64094072,2,2,96,96,48,48,48,0,48,48,48,0,2.995596847,0.062408268,2.14E+07,3.68E+07,6.39E+07,93975,6.40E+07,6.40E+07,0,6.40E+07,6.40E+07,6.40E+07,6.40E+07,0,6.40E+07,6.40E+07,0,0,0,0,16,16,0.031204134,0.031204134,48,48,48,0,0,0,0,0,0,0,0,0,0,1,48,48,48
192.168.10.9-35.160.100.86-1120-443-6,192.168.10.9,1120,35.160.100.86,443,6,03-07-2017 14:04,115968746,26,25,3277,12958,977,0,126.0384615,274.0988845,1755,0,518.32,713.7765593,139.9946154,0.439773661,2319374.92,4139163,1.00E+07,4,1.16E+08,4635331.8,4951658.049,1.01E+07,259,1.16E+08,4828466.667,4992080.409,1.01E+07,4,6,8,0,0,532,644,0.224198337,0.215575324,0,1755,318.3333333,566.8682269,321339.5867,0,2,0,14,50,0,0,0,0.961538462,318.3333333,126.0384615,518.32
